x_albumin_before_hydrolysis_RandomForest,y_albumin_before_hydrolysis_RandomForest,x_albumin_after_hydrolysis_RandomForest,y_albumin_after_hydrolysis_RandomForest,x_fibrinogen_before_hydrolysis_RandomForest,y_fibrinogen_before_hydrolysis_RandomForest,x_fibrinogen_after_hydrolysis_RandomForest,y_fibrinogen_after_hydrolysis_RandomForest,x_fibrinogen&albumin_before_hydrolysis_RandomForest,y_fibrinogen&albumin_before_hydrolysis_RandomForest,x_fibrinogen&albumin_after_hydrolysis_RandomForest,y_fibrinogen&albumin_after_hydrolysis_RandomForest
,,,,229.0,0.955947274506216,229.0,0.9210685258444665,229,0.9549555366184174,229.0,0.9656646425620098
,,,,230.0,0.9442152622077262,,,230,0.9521744752539322,230.0,0.9724977965902284
,,,,231.0,0.9603264853221946,,,231,0.9499334452535344,231.0,0.9626933596639011
,,,,232.0,0.9461992799983572,,,232,0.9539132798713758,232.0,0.9811745089202288
,,,,233.0,0.9573479965648583,,,233,0.9543716360421894,233.0,0.9714070269593158
,,,,234.0,0.9486414288683512,,,234,0.9485183647137356,234.0,0.9705498456615956
,,,,235.0,0.9495064994698026,,,235,0.9425840780140435,235.0,0.9795293938915152
,,,,236.0,0.9525438836928214,,,236,0.9497597724341295,236.0,0.9736124309179249
,,,,237.0,0.9650921820015281,,,237,0.9503056690762147,237.0,0.9673038268833828
,,,,238.0,0.9402865124083546,,,238,0.9456832274352973,238.0,0.9724000597571573
,,,,239.0,0.9432395015835702,,,239,0.9489350988534149,239.0,0.9645879030347122
,,,,240.0,0.9510244696229628,,,240,0.9384305340363879,240.0,0.9667150408395994
,,,,241.0,0.9456685855427541,,,241,0.9380685578412927,241.0,0.9667293448193867
,,,,242.0,0.9469951529049455,,,242,0.9447853031554173,242.0,0.9685020663000116
,,,,243.0,0.9612180745555493,,,243,0.9569192623155274,243.0,0.9673897579896593
,,,,244.0,0.9533455929178061,,,244,0.9461242194062781,244.0,0.9685318245798492
,,,,245.0,0.9402176500654017,,,245,0.9589118128149077,245.0,0.9674951999049755
,,,,246.0,0.9378441260123408,,,246,0.9457551343807333,246.0,0.950920282289043
,,,,247.0,0.9431742134798943,,,247,0.9473423634318322,247.0,0.9635801875249149
,,,,248.0,0.9547417778299494,,,248,0.9446711337157705,248.0,0.9600157131155652
,,,,249.0,0.947893132552635,,,249,0.9328554925712018,249.0,0.9666418105551846
,,,,250.0,0.9573093222355379,,,250,0.951617228758246,250.0,0.9526016948006519
,,,,251.0,0.9502152414778577,,,251,0.9370909898603654,251.0,0.9665404333986994
,,,,252.0,0.9526607090342653,,,252,0.9483059162676966,252.0,0.9595145670937829
,,,,253.0,0.953443479848099,,,253,0.9425850273849049,253.0,0.9535571412620735
,,,,254.0,0.9465253139977824,,,254,0.9438468383768295,254.0,0.9650036043723084
,,,,255.0,0.9499113642038343,,,255,0.9446643662565417,255.0,0.9563470298356658
,,,,256.0,0.9526212924508454,,,256,0.9468307182541387,256.0,0.959712170714287
,,,,257.0,0.9596136417944717,,,257,0.9317463549313071,257.0,0.9657464704024279
,,,,258.0,0.9541275543465526,,,258,0.9525818593995741,258.0,0.9535324159498999
,,,,259.0,0.943998515474328,,,259,0.9466735658156317,259.0,0.9694142393443044
,,,,260.0,0.9525181995198487,,,260,0.9385972646548814,260.0,0.9721928777469376
,,,,261.0,0.9503284909125821,,,261,0.9478256969430034,261.0,0.9642215859430049
,,,,262.0,0.9604006760245495,,,262,0.9519858029021521,262.0,0.9559141497499474
,,,,263.0,0.9403696837940763,,,263,0.9441439218482527,263.0,0.9584242971411382
,,,,264.0,0.9456737216047495,,,264,0.9441572377244668,264.0,0.9636476109446349
,,,,265.0,0.9597376710547338,,,265,0.9392177955058469,265.0,0.9565850322265634
,,,,266.0,0.958649329038838,,,266,0.9396364645114368,266.0,0.9484591254351614
,,,,267.0,0.9412675456004965,,,267,0.93663798385526,267.0,0.9666733712721304
,,,,268.0,0.9420174224895864,,,268,0.9571003369145356,268.0,0.9508356401364106
,,,,269.0,0.9446786657949686,,,269,0.9430573048361379,269.0,0.9592808875714436
,,,,270.0,0.9424730342352189,,,270,0.9409486961574423,270.0,0.9587307819274138
,,,,271.0,0.9421844861963449,,,271,0.9457623218943517,,
,,,,272.0,0.9369630861891369,,,272,0.9474602851577509,,
,,,,273.0,0.9387552142341379,,,273,0.9444523932822811,,
,,,,274.0,0.9371209908367137,,,274,0.932964135667466,,
,,,,275.0,0.9566260290592782,,,275,0.9487239326362257,,
,,,,276.0,0.9466477750631571,,,276,0.9421176958022467,,
,,,,277.0,0.9409565938742035,,,277,0.9414585844328214,,
,,,,278.0,0.9408526085399183,,,278,0.9423523596394325,,
,,,,279.0,0.9589940363070886,,,279,0.9379567501675055,,
,,,,280.0,0.9486764777897253,,,280,0.9387996416140381,,
,,,,281.0,0.9391653855939494,,,281,0.9498338027317738,,
,,,,282.0,0.9477952101389294,,,282,0.948648094027961,,
,,,,283.0,0.9430412467455581,,,283,0.9366970973877196,,
,,,,284.0,0.943913837922598,,,284,0.9415068960277565,,
,,,,285.0,0.9436040569436808,,,285,0.9402348029317316,,
,,,,286.0,0.9469979058130763,,,286,0.9491852554500455,,
,,,,287.0,0.9516402038115651,,,287,0.9486022506284231,,
,,,,288.0,0.9343536243646562,,,288,0.9463457453730114,,
,,,,289.0,0.9409175139039094,,,289,0.9401770310780945,,
,,,,290.0,0.9415252271348149,,,290,0.9546736886222305,,
,,,,291.0,0.9450217524830954,,,291,0.9416654356169349,,
,,,,292.0,0.9384232738359923,,,292,0.943680829879437,,
,,,,293.0,0.9430468014220869,,,293,0.9462712027856621,,
,,,,294.0,0.9435676381682404,,,294,0.9437358824830496,,
,,,,295.0,0.9486865486069913,,,295,0.9371506005217224,,
,,,,296.0,0.9410040141648996,,,296,0.9446935837249526,,
,,,,297.0,0.9362187277939555,,,297,0.941952749256902,,
,,,,298.0,0.9247358914692537,,,298,0.9473346663398674,,
,,,,299.0,0.9346355288376826,,,299,0.9506071686440081,,
,,,,300.0,0.9447343743280462,,,300,0.9517935067684159,,
,,,,301.0,0.9345894062405206,,,301,0.9466528069465229,,
,,,,302.0,0.9470773173315247,,,302,0.9405669777685083,,
,,,,303.0,0.9313881086440594,,,303,0.9515028345054931,,
,,,,304.0,0.9519254920659128,,,304,0.9426545331799383,,
,,,,305.0,0.9332073992554352,,,305,0.9376257176160077,,
,,,,306.0,0.9418204386429405,,,306,0.9361542530892804,,
,,,,307.0,0.9289744396888766,,,307,0.933176583739155,,
,,,,308.0,0.9501905339740413,,,308,0.9464585805969458,,
,,,,309.0,0.9358003457333173,,,309,0.9359808398012168,,
,,,,310.0,0.930363892693478,,,310,0.9412649499927555,,
,,,,311.0,0.9399135560399633,,,311,0.9416395245847083,,
,,,,312.0,0.9421975877775447,,,312,0.9417130215172428,,
,,,,313.0,0.9280295958325858,,,313,0.9470414538395051,,
,,,,314.0,0.9323575925411978,,,314,0.9473030410568387,,
,,,,315.0,0.9478076490115568,,,315,0.9481166158629899,,
,,,,316.0,0.9324871879203553,,,316,0.9440818748345489,,
,,,,317.0,0.9387478263582542,,,317,0.9415559122146657,,
,,,,318.0,0.9320667896507947,,,318,0.9474345298785849,,
,,,,319.0,0.9405813803085897,,,319,0.9387048661121733,,
,,,,320.0,0.9362585587792516,,,320,0.9281341332240599,,
,,,,321.0,0.9228597201560952,,,321,0.9452511516389834,,
,,,,322.0,0.9347375360519025,,,322,0.9189028019397377,,
,,,,323.0,0.9258302054736267,,,323,0.9411332869913971,,
,,,,324.0,0.9333079035113826,,,324,0.945367990688598,,
,,,,325.0,0.9370290212787329,,,325,0.9407575541946737,,
,,,,326.0,0.9218979105246197,,,326,0.928672736919771,,
,,,,327.0,0.9291317634797306,,,327,0.9455735349026672,,
,,,,328.0,0.9424656789822536,,,328,0.9399088961522172,,
,,,,329.0,0.9257595611044792,,,329,0.928139347770297,,
,,,,330.0,0.9419157071171126,,,330,0.9344126491213245,,
,,,,331.0,0.9369806219076763,,,331,0.9413695895715664,,
,,,,332.0,0.935303495127801,,,332,0.9333529093292627,,
,,,,333.0,0.9322652014135727,,,333,0.9336436237764758,,
,,,,334.0,0.9221001615376507,,,334,0.9478340984247745,,
,,,,335.0,0.9450786657409522,,,335,0.9386229855474724,,
,,,,336.0,0.9350325024067315,,,336,0.9306752904109195,,
,,,,337.0,0.9271151073833908,,,337,0.9396832128752503,,
,,,,338.0,0.9297399958907475,,,338,0.929164775057917,,
,,,,339.0,0.935593448032357,,,339,0.9280408371753129,,
,,,,340.0,0.9246765268896272,,,340,0.9370876786562466,,
,,,,,,,,341,0.9445027705128795,,
,,,,,,,,342,0.9385913463120995,,
,,,,,,,,343,0.935529616044128,,
,,,,,,,,344,0.9469216093204609,,
,,,,,,,,345,0.9380940053984184,,
,,,,,,,,346,0.9463637408272538,,
,,,,,,,,347,0.9343229790690839,,
,,,,,,,,348,0.9257750585817923,,
,,,,,,,,349,0.9260938408991789,,
,,,,,,,,350,0.9336142775636358,,
,,,,,,,,351,0.9382186987241682,,
,,,,,,,,352,0.9355555001072319,,
,,,,,,,,353,0.9323010394655148,,
,,,,,,,,354,0.9409427326065816,,
,,,,,,,,355,0.942955639428252,,
,,,,,,,,356,0.9329673742822199,,
,,,,,,,,357,0.9311799776481472,,
,,,,,,,,358,0.944860383730412,,
,,,,,,,,359,0.9408093916714804,,
,,,,,,,,360,0.9228068190472304,,
,,,,,,,,361,0.9347649434626559,,
,,,,,,,,362,0.9332583063371934,,
,,,,,,,,363,0.9365309104648878,,
,,,,,,,,364,0.9418112399718865,,
,,,,,,,,365,0.930148787621995,,
,,,,,,,,366,0.9418188037844107,,
,,,,,,,,367,0.9352699714444724,,
,,,,,,,,368,0.9368823911067247,,
,,,,,,,,369,0.9308453764904344,,
,,,,,,,,370,0.9374117186459427,,
,,,,,,,,371,0.9364563466191836,,
,,,,,,,,372,0.9360881311820303,,
,,,,,,,,373,0.9408162734285204,,
,,,,,,,,374,0.9326872120864784,,
,,,,,,,,375,0.9335965299789579,,
,,,,,,,,376,0.9357577440530266,,
,,,,,,,,377,0.9411605415313045,,
,,,,,,,,378,0.9371534286684489,,
,,,,,,,,379,0.9313514167689588,,
,,,,,,,,380,0.9373667644683606,,
,,,,,,,,381,0.9351715728865768,,
,,,,,,,,382,0.9301000370217394,,
,,,,,,,,383,0.9383393718428324,,
,,,,,,,,384,0.9374506164178064,,
,,,,,,,,385,0.9308150060449463,,
,,,,,,,,386,0.9439667352851578,,
,,,,,,,,387,0.9305698023616127,,
,,,,,,,,388,0.9375963392005405,,
