x_albumin_before_hydrolysis_SVM,y_albumin_before_hydrolysis_SVM,x_albumin_after_hydrolysis_SVM,y_albumin_after_hydrolysis_SVM,x_fibrinogen_before_hydrolysis_SVM,y_fibrinogen_before_hydrolysis_SVM,x_fibrinogen_after_hydrolysis_SVM,y_fibrinogen_after_hydrolysis_SVM,x_fibrinogen&albumin_before_hydrolysis_SVM,y_fibrinogen&albumin_before_hydrolysis_SVM,x_fibrinogen&albumin_after_hydrolysis_SVM,y_fibrinogen&albumin_after_hydrolysis_SVM
,,,,241.0,0.9657173479725492,,,241,0.9634423139978424,241.0,0.9931550845076077
,,,,242.0,0.9594657157850872,,,242,0.9715718123076714,242.0,0.9902156371237159
,,,,243.0,0.9618669403587105,,,243,0.961238447360412,243.0,0.9912057667688162
,,,,244.0,0.9621820380040246,,,244,0.9625464094894071,244.0,0.9921649548625073
,,,,245.0,0.9627990044756572,,,245,0.9647041037373195,245.0,0.9941431254209768
,,,,246.0,0.9519476937839974,,,246,0.9634468887579904,246.0,0.9950978528333434
,,,,247.0,0.9657806686109452,,,247,0.9641052189207926,247.0,0.990235568580745
,,,,248.0,0.9673724455372719,,,248,0.968108490093484,248.0,0.9892475276673759
,,,,249.0,0.9633897097911065,,,249,0.9627472341344766,249.0,0.9941142726012987
,,,,250.0,0.9681241240610231,,,250,0.9594927755633861,250.0,0.9901994184758447
,,,,251.0,0.9650453671599121,,,251,0.9653807374971908,251.0,0.9931485350945519
,,,,252.0,0.9666983914584928,,,252,0.959338877334267,252.0,0.9951023135146678
,,,,253.0,0.9667342123838603,,,253,0.9679713707188092,253.0,0.9941121838695675
,,,,254.0,0.9648800876443245,,,254,0.9668166290301571,254.0,0.9941342040583279
,,,,255.0,0.9673920900001506,,,255,0.9673155717455192,255.0,0.9941276546452721
,,,,256.0,0.9619346317389155,,,256,0.9631914378331764,256.0,0.9990253411306043
,,,,257.0,0.9619708352354197,,,257,0.9693178745750418,257.0,0.9941032625069185
,,,,258.0,0.9651092117149093,,,258,0.9665316014610825,258.0,0.9960924431597682
,,,,259.0,0.9657947914856782,,,259,0.9641224265424184,259.0,0.9902221865367716
,,,,260.0,0.9572365750952089,,,260,0.9654115168957934,260.0,0.9941297433770034
,,,,261.0,0.9681678685721435,,,261,0.9654411811578856,261.0,0.9951177842903726
,,,,262.0,0.9626343940155911,,,262,0.9743294480066267,262.0,0.9921738762251562
,,,,263.0,0.957304279773461,,,263,0.967469400441559,263.0,0.9931595451889321
,,,,264.0,0.9642004474657588,,,264,0.9709408033457326,264.0,0.9960969038410927
,,,,265.0,0.9655713726391382,,,265,0.9651383875835597,265.0,0.9911858353117872
,,,,266.0,0.9611037726719158,,,266,0.9667109902007424,266.0,0.9960969038410927
,,,,267.0,0.9609691282590731,,,267,0.9667577964654999,267.0,0.9941386647396523
,,,,268.0,0.9627807458525164,,,268,0.9647864273642811,268.0,0.993139613731903
,,,,269.0,0.9628416810823613,,,269,0.9650200794052775,269.0,0.9911923847248428
,,,,270.0,0.9643232340928273,,,270,0.9612082604609031,270.0,0.9960924431597682
,,,,271.0,0.9658088975468158,,,271,0.9561447663728307,,
,,,,272.0,0.9641660920865934,,,272,0.9702551893381701,,
,,,,273.0,0.964205016261006,,,273,0.9655875561327985,,
,,,,274.0,0.9619492604705614,,,274,0.965988566673939,,
,,,,275.0,0.9590462782920247,,,275,0.9680161340012037,,
,,,,276.0,0.9680902620065506,,,276,0.9689468281479595,,
,,,,277.0,0.9689825541758813,,,277,0.9661323366947614,,
,,,,278.0,0.9612410303229212,,,278,0.9612888755590616,,
,,,,279.0,0.9681858663495106,,,279,0.9674437490475128,,
,,,,280.0,0.9547298476632315,,,280,0.962665762547884,,
,,,,281.0,0.9643072180853978,,,281,0.9638674369895016,,
,,,,282.0,0.9664974382383051,,,282,0.964740908476185,,
,,,,283.0,0.9650186936720767,,,283,0.967462878679419,,
,,,,284.0,0.9656787215024704,,,284,0.965543254862742,,
,,,,285.0,0.9674077660529183,,,285,0.968294856746098,,
,,,,286.0,0.961015993927811,,,286,0.972926654123079,,
,,,,287.0,0.960386634245427,,,287,0.9666870220199487,,
,,,,288.0,0.9641380939908273,,,288,0.968178806761064,,
,,,,289.0,0.9564721835176462,,,289,0.9653623148361422,,
,,,,290.0,0.9635975098327672,,,290,0.9585793537952642,,
,,,,291.0,0.9627343146543219,,,291,0.9672708179298407,,
,,,,292.0,0.9689729550341516,,,292,0.9601151120951268,,
,,,,293.0,0.9666003224553088,,,293,0.9694485543579365,,
,,,,294.0,0.9635906014939062,,,294,0.9662771382830132,,
,,,,295.0,0.9602995086415117,,,295,0.9709648752508948,,
,,,,296.0,0.9666328471488284,,,296,0.9660692002082615,,
,,,,297.0,0.9704997647968411,,,297,0.9618501447210872,,
,,,,298.0,0.9579965495902658,,,298,0.9592725368379423,,
,,,,299.0,0.9597067677575828,,,299,0.9637694013457785,,
,,,,300.0,0.9602179552251482,,,300,0.9599275652158872,,
,,,,301.0,0.9633863406778662,,,301,0.9638539044643525,,
,,,,302.0,0.9641679456018473,,,302,0.9722248710628291,,
,,,,303.0,0.9604595484854753,,,303,0.9633163863532559,,
,,,,304.0,0.9597624224417999,,,304,0.9588591493436196,,
,,,,305.0,0.9680028449842228,,,305,0.9618005859490725,,
,,,,306.0,0.9628028890518224,,,306,0.9629115417592423,,
,,,,307.0,0.9589719900869146,,,307,0.9603698247069615,,
,,,,308.0,0.9565290715653232,,,308,0.9638726478816085,,
,,,,309.0,0.9571042654572454,,,309,0.9578021604784104,,
,,,,310.0,0.9549534653973077,,,310,0.9614648735420382,,
,,,,311.0,0.9590077659750895,,,311,0.9688779876683525,,
,,,,312.0,0.9652109541959197,,,312,0.9675046569361165,,
,,,,313.0,0.9674609460828076,,,313,0.9663241772586941,,
,,,,314.0,0.9634748394226645,,,314,0.9688144431665582,,
,,,,315.0,0.9658454331886528,,,315,0.9618402946651745,,
,,,,316.0,0.9580486578465836,,,316,0.9635127950929834,,
,,,,317.0,0.9681231581088092,,,317,0.97289967714286,,
,,,,318.0,0.9626524108798017,,,318,0.9659419120877902,,
,,,,319.0,0.9594359107717287,,,319,0.9716454288958233,,
,,,,320.0,0.9580102141488291,,,320,0.9675914841187856,,
,,,,321.0,0.9682134298719361,,,321,0.9721587063845019,,
,,,,322.0,0.9565069407451134,,,322,0.9695479433245218,,
,,,,323.0,0.9588136965855873,,,323,0.9675359199073029,,
,,,,324.0,0.9632314338405202,,,324,0.9756855730316639,,
,,,,325.0,0.9610845307041365,,,325,0.9694957830124213,,
,,,,326.0,0.9626380423907035,,,326,0.9660962582031619,,
,,,,327.0,0.9596152113695096,,,327,0.9700084488391701,,
,,,,328.0,0.9658137591011219,,,328,0.972241238367708,,
,,,,329.0,0.9620943662610258,,,329,0.9621589460862692,,
,,,,330.0,0.9649923605644128,,,330,0.9613355716342756,,
,,,,331.0,0.9634963153070203,,,331,0.9695787422455182,,
,,,,332.0,0.9566400857567197,,,332,0.9641665812759861,,
,,,,333.0,0.9605434525801095,,,333,0.9654112383593227,,
,,,,334.0,0.9642579447562696,,,334,0.9634917242128108,,
,,,,335.0,0.9586587138482547,,,335,0.9728363917172601,,
,,,,336.0,0.9672475870530027,,,336,0.9681463071841955,,
,,,,337.0,0.9571387312776789,,,337,0.9634030271109624,,
,,,,338.0,0.95871074330822,,,338,0.9623991430528811,,
,,,,339.0,0.95805167500609,,,339,0.9557032584235909,,
,,,,340.0,0.9503582727564716,,,340,0.9756034178241494,,
,,,,,,,,341,0.97028873791442,,
,,,,,,,,342,0.9585004439960809,,
,,,,,,,,343,0.9591724640324281,,
,,,,,,,,344,0.9622329919703959,,
,,,,,,,,345,0.9625511539513028,,
,,,,,,,,346,0.9708518623575674,,
,,,,,,,,347,0.9632929384473146,,
,,,,,,,,348,0.9601464397076545,,
,,,,,,,,349,0.9632425713364223,,
,,,,,,,,350,0.9749506935383999,,
,,,,,,,,351,0.9708786325087639,,
,,,,,,,,352,0.9674148055420234,,
,,,,,,,,353,0.9694867365645294,,
,,,,,,,,354,0.9681310762465345,,
,,,,,,,,355,0.9695886082641071,,
,,,,,,,,356,0.9600024184904491,,
,,,,,,,,357,0.9648216876510974,,
,,,,,,,,358,0.9613913958075906,,
,,,,,,,,359,0.9550458742524724,,
,,,,,,,,360,0.9742627195203146,,
,,,,,,,,361,0.9627140725766433,,
,,,,,,,,362,0.9673785355700361,,
,,,,,,,,363,0.9713745429506913,,
,,,,,,,,364,0.959298342181703,,
,,,,,,,,365,0.9652988178018455,,
,,,,,,,,366,0.9640873379183442,,
,,,,,,,,367,0.9667677892860325,,
,,,,,,,,368,0.9638194629135167,,
,,,,,,,,369,0.9709195150202594,,
,,,,,,,,370,0.9696528343426106,,
,,,,,,,,371,0.9682274397186063,,
,,,,,,,,372,0.9648601933652639,,
,,,,,,,,373,0.9654099662492522,,
,,,,,,,,374,0.9460794493673943,,
,,,,,,,,375,0.9700865748714129,,
,,,,,,,,376,0.9775675822880309,,
,,,,,,,,377,0.9715231100063726,,
,,,,,,,,378,0.9615155950995616,,
,,,,,,,,379,0.9634465141398694,,
,,,,,,,,380,0.9689063390403221,,
,,,,,,,,381,0.9620095088655831,,
,,,,,,,,382,0.9628482038780228,,
,,,,,,,,383,0.968959179283962,,
,,,,,,,,384,0.964157702632863,,
,,,,,,,,385,0.9639341097009364,,
,,,,,,,,386,0.9661007263097706,,
,,,,,,,,387,0.9729780495404422,,
,,,,,,,,388,0.9572302101668857,,
